PT Sembodo Rental Indonesia,,,,
Sales by Customer,,,,
01/07/2025 - 05/11/2025,,,,
(in IDR),,,,
,,,,
Customer / Date,No,Product,Description,Qty
08/09/2025,11868,Toyota Innova Zenix,Sewa tanpa pengemudi bulan September 2025 (3 Unit),3
,,,,
Lutfi Hari RC,,,,
22/08/2025,11650,Toyota Innova Zenix Q Hybrid -  B 1629 DZV,Sewa Kendaraan Lepas Kunci Harian Tanggal 22-25 Agustus 2025,4
28/08/2025,11701,Toyota Alphard G Hybrid - B 1671 DZW,Sewe lepas kunci tanggal 28 Agustus 2025,1
22/09/2025,11835,Toyota Alphard G  - B 202 MOR,Sewa Kendaraan Lepas Kunci Harian Tanggal 20 September 2025 ,1
,,,,
"Nippon Koei Co.,Ltd",,,,
29/09/2025,11871,Mitsubishi Xpander Ultimate - B 1546 DZN,Car Rental FullDay Out Of Town with driver on date 29 September - 01 Oktober 2025 ( Driver Mr.Rinawang),3
,,,,
"Nippon Koei Co.,Ltd (Comprehensive traffic study and improvement plan around the Tanjung Priok Area)",,,,
21/07/2025,11373,Mitsubishi Xpander Ultimate, Car Rental 12 hour in the city with driver on date 21 July 2025 ( Driver Mr Ferdinal),1
23/07/2025,11389,Toyota Innova Reborn,Car Rental 12 hour in the city with driver on date 23 July 2025 ( Driver Denny ),1
23/07/2025,11389,Mitsubishi Xpander Ultimate,Car Rental 12 hour in the city with driver on date 24 July 2025 ( Driver Denny ),1
23/07/2025,11389,Charge Overtime,Car Rental Xpander 12 hour in city date 24 July 2025,4
23/07/2025,11390,Mitsubishi Xpander Ultimate - B 1534 DZN,Car Rental 12 hour in the city with driver on date 23-25 July 2025 ( Driver Mr Raden & Mr Yuwono ),3
,,,,
"Nippon Koei Co.,Ltd (DC26I1004 Offer-Based Airport GX Project Formulation Survey)",,,,
14/10/2025,11927,Toyota Hiace Premio,Car Rental PickupUp & Drop Off in Town with driver on date 13 & 15  Oktober 2025 ( Driver Mr.Devan),2
14/10/2025,11927,Toyota Hiace Premio,Car Rental 12 Hour in  City with driver on date 14 Oktober 2025 ( Driver Mr.Devan),1
,,,,
"Nippon Koei Co.,Ltd (Engineering Survey for New  Capital City Development In Indonesia)",,,,
01/07/2025,11263,Mitsubishi Xpander Exceed,Car Rental 12 hour in the city with driver on date 1-4 July 2025 ( Driver Mr Ferdinal& Mr.Rinawang),4
03/07/2025,11264,Mitsubishi Xpander Ultimate - B 1534 DZN,Car Rental 12 hour in the city with driver on date 3 July 2025 ( Driver Hasan),1
07/07/2025,11289,Mitsubishi Xpander Ultimate - B 1534 DZN,Car Rental 12 hour in the city with driver on date 7-8  July 2025 ( Driver Denny),2
20/09/2025,11837,Mitsubishi Xpander Cross - B 1990 DOM,Car Rental Pickup Hotel Drop Off Bandara Soeta with driver on date 20 September 2025 ( Driver Rinawang),1
,,,,
"Nippon Koei Co.,Ltd (Jatiluhur PSPP Project)",,,,
12/09/2025,11800,Toyota Innova Reborn,Car Rental FullDay Out Of Town Jatiluhur Mr Tiar with driver on date 12 September 2025 ( Driver Mr. Hendri),1
,,,,
"Nippon Koei Co.,Ltd (Pilot Planting and Evaluation for FS on Carbon Credit Project of Mangrove Plantation in Indonesia)",,,,
22/08/2025,11642,Toyota Innova Zenix G Hybrid - B 1203 DZV,Car Rental 12 hour in the city with driver on date 22 Agustus 2025 (Driver Denny),1
,,,,
"Nippon Koei Co.,Ltd (Project Name: Data collection survey for promoting hydrogen society in Indonesia)",,,,
23/09/2025,11852,Mitsubishi Xpander Ultimate - B 1546 DZN,Car Rental 12 hour in the city with driver on date 23-25 September 2025 ( Driver Hendri ),3
,,,,
"Nippon Koei Co.,Ltd (Research on Overseas Geotechnical Issues (Including Problematic Soils) – Elucidation of the Mechanisms of Ground Disasters and Development of Countermeasures)",,,,
22/09/2025,11853,Toyota Innova Zenix V - B 1922 DOZ,Car Rental 12 hour in the city Mr Sokkheang with driver on date 22 & 26  September 2025 ( Driver Mr. Rinawang ),2
22/09/2025,11853,Toyota Innova Zenix V - B 1922 DOZ,Car Rental FullDay Out Of Town Mr Sokkheang with driver on date 23-25 September 2025 ( Driver Mr. Rinawang ),3
,,,,
"Nippon Koei Co.,Ltd (Study on development of JCM methodology for biochar)",,,,
13/08/2025,11625,Toyota Innova Zenix,Car Rental 12 hour in the city with driver on date 13 August 2025 (Driver Yodhie),1
,,,,
"Nippon Koei Co.,Ltd (The Karawang landfiil)",,,,
22/07/2025,11374,Toyota Innova Reborn,Car Rental FullDay Out Of Town Karawang Mr M Yamada with driver on date 22-23 July 2025 ( Driver Mr.Rinawang),2
11/09/2025,11799,Toyota Innova Zenix,Car Rental FullDay Out Of Town Karawang Mr Ozawa & Mr Miyoshi with driver on date 11 September 2025 ( Driver Mr. Ferdinal),1
11/09/2025,11799,Toyota Innova Zenix V - B 1145 DZE,Car Rental 12 Out Of Town Bogor Mr Ozawa & Mr Miyoshi with driver on date 12 September 2025 ( Driver Mr. Ferdinal),1
,,,,
Nusantara Polymer Solutions,,,,
03/10/2025,11873,Toyota Innova Zenix V - B 1922 DOZ,Car Rental 12 Hours In The City ( Bogor City) with driver on date 6-8 Oktober 2025,3
,,,,
Obet,,,,
04/07/2025,11313,Toyota Innova Zenix G Hybrid - B 1928 DZR,Sewa Lepas Kunci Harian tanggal 4-7 Juli 2025,4
14/09/2025,11825,Hyundai H-1,Sewa Kendaraan Lepas Kunci Harian tanggal 14 - 17 September 2025,4
,,,,
PATRA Rental Mobil & Motor Purwokerto,,,,
01/11/2025,12033,Toyota Alphard G Hybrid - B 1671 DZW,Sewa Kendaraan Dengan Pengemudi Fullday Dalam Kota Tanggal 25 Oktober 2025,1
,,,,
PT Aiti Investment,,,,
21/08/2025,11632,Toyota Alphard,Sewa kendaraan tanpa pengemudi / lepas kunci tanggal 21 - 25 Agustus 2025,5
,,,,
PT Astra Graphia Tbk,,,,
22/09/2025,11839,Medium Bus,33 Seat - Sewa kendaraan dengan pengemudi Take and Drop Off (Jakarta - Eagle Hills Megamendung - Jakarta) tanggal 23 & 25 September 2025,2
,,,,
PT Ayu Berga Wisata,,,,
08/07/2025,11338,Toyota Innova Zenix Q Hybrid -  B 1629 DZV,Sewa kendaraan tanpa pengemudi / lepas kunci tanggal 8 Juli - 6 Agustus 2025,1
07/08/2025,11463,Toyota Innova Zenix, Sewa kendaraan tanpa pengemudi / lepas kunci tanggal 7 Agustus - 5 September 2025,1
17/09/2025,11832,Toyota Alphard G Hybrid - B 1671 DZW,Sewa kendaraan tanpa pengemudi / lepas kunci tanggal 17 - 19 September 2025,3
,,,,
PT AZP Service Indonesia,,,,
01/08/2025,11420,Toyota Fortuner,Sewa Lepas Kunci Harian tanggal  02 - 03 Agustus 2025,2
01/08/2025,11420,Biaya Lainnya,Biaya antar jemput Sewa Lepas Kunci Harian tanggal  02 Agustus 2025,1
18/08/2025,11519,Toyota Fortuner,Sewa Lepas Kunci Harian tanggal 18-20 Agustus 2025,3
18/08/2025,11519,Biaya Lainnya,Biaya antar jemput Sewa Lepas Kunci Harian tanggal 18-20 Agustus 2025,1
26/09/2025,11844,Toyota Fortuner,Sewa Lepas Kunci Harian tanggal 26-28 September 2025,3
26/09/2025,11844,Biaya Lainnya, Biaya antar jemput Sewa Lepas Kunci Harian tanggal 26-28 September 2025,1
,,,,
PT Badan Environmental Indokarya,,,,
22/09/2025,11836,Toyota Hiace Premio,14 Seat - Sewa Fullday Luar kota dengan pengemudi tanggal 25 September 2025,1
22/09/2025,11836,Tax,,
25/09/2025,11843,Biaya Lainnya, Charge Overtime sewa Hiace dengan pengemudi tanggal 25 September 2025,1.5
25/09/2025,11843,Discount,,
25/09/2025,11843,Tax,,
,,,,
PT Giesecke & Devrient Indonesia,,,,
23/07/2025,11371,Mitsubishi Xpander Ultimate - B 1534 DZN,Sewa 12 Jam Luar kota dengan pengemudi tanggal 21 Juli 2025,1
12/08/2025,11452,Toyota Innova Zenix G Hybrid - B 1203 DZV,Sewa 12 Jam Luar kota dengan pengemudi tanggal 06 Agustus 2025,1
22/08/2025,11629,Toyota Innova Zenix G Hybrid - B 1203 DZV,Sewa Fullday dalam kota dengan pengemudi tanggal 15 Agustus 2025,1
22/08/2025,11630,Toyota Innova Zenix V - B 1249 DZA,Sewa 12 Jam Luar kota dengan pengemudi tanggal 20 Agustus 2025,1
22/08/2025,11631,Toyota Fortuner,Sewa 12 Jam Dalam kota dengan pengemudi tanggal 20 Agustus 2025,1
08/09/2025,11786,Toyota Innova Zenix V - B 1075 DZD,Sewa Fullday Luar kota dengan pengemudi tanggal 09 September 2025,1
01/09/2025,11821,Mitsubishi Xpander Ultimate,Sewa fullday dengan pengemudi tanggal 23 Juni 2025,1
12/09/2025,11827,Toyota Innova Zenix V - B 1075 DZD,Sewa 12 Jam Luar kota dengan pengemudi Tanggal 17 September 2025,1
15/10/2025,11925,Toyota Innova Zenix,Sewa 12 Jam Luar kota dengan pengemudi tanggal 13 Oktober 2025,1
,,,,
PT IA Agriniaga,,,,
23/07/2025,11372,Toyota Innova Reborn,Sewa Lepas Kunci Harian tanggal 30 Juli 2025,1
02/09/2025,11690,Toyota Innova Zenix V - B 1075 DZD,Sewa Lepas Kunci Harian tanggal 08 September 2025,1
15/09/2025,11801,Toyota Innova Zenix,Sewa Lepas Kunci Harian tanggal 16 September 2025,1
30/09/2025,11870,Toyota Innova Zenix Q - B 1714 DOP,Sewa Lepas Kunci Harian tanggal 8 & 10 Oktober 2025,2
,,,,
PT Indofun Digital Technology,,,,
08/07/2025,11279,Toyota Fortuner,Sewa 12 Jam dalam kota  dengan pengemudi tanggal 10- 12 Juli 2025,3
10/07/2025,11324,Biaya Lainnya,Sewa Fortuner 12 Jam dalam kota dengan pengemudi Tanggal 11 (5jam) - 12 (2jam) Juli 2025,7
,,,,
PT Indonesia Applicad,,,,
30/10/2025,11996,Toyota Voxy,"Sewa Mobil dan pengemudi 12 jam dalam kota, Tanggal 31 Oktober 2025",1
,,,,
PT Java Books Indonesia,,,,
12/09/2025,11792,Toyota Innova Zenix V - B 1075 DZD,Sewa 12 Jam dalam kota dengan pengemudi tanggal 25 September 2025,1
08/10/2025,11910,Toyota Innova Zenix V - B 1922 DOZ,Sewa kendaraan Dengan Pengemudi 12 Jam Dalam Kota Tanggal 13 Oktober 2025,1
12/10/2025,11920,Toyota Innova Reborn, Sewa 12 Jam dalam kota dengan pengemudi tanggal 12 - 13 Oktober 2025,2
20/10/2025,11936,Toyota Innova Zenix V - B 1922 DOZ,Sewa 12 Jam dalam kota dengan pengemudi tanggal 21 Oktober 2025,1
,,,,
PT KCC Glass Indonesia,,,,
12/07/2025,11299,Hyundai Palisade,Sewa Dengan Pengemudi Fullday Dalam Kota Tanggal 16 - 18 Juli 2025,3
01/10/2025,11898,Hyundai Palisade,Sewa Kendaraan Dengan Pengemudi Fullday Dalam Kota Tanggal 01 - 02 Oktober 2025,2
,,,,
PT Margautama Nusantara,,,,
30/09/2025,11869,Toyota Hiace Premio,Sewa Drop Off Bandara to Apartemen dengan pengemudi tanggal 30 September 2025,1
,,,,
PT Mass Trading Indonesia,,,,
01/07/2025,11331,Jasa Pengemudi,Pengemudi an Husori periode sewa tanggal 1 - 31 Juli 2025 (30hari/1 bulan),1
01/07/2025,11331,Overtime Pengemudi,Overtime pengemudi an Husori periode sewa bulan Juni 2025,1
01/08/2025,11512,Jasa Pengemudi,Pengemudi an Husori periode sewa tanggal 1 - 31 Agustus 2025 (30hari/1 bulan),1
01/08/2025,11512,Overtime Pengemudi,Overtime pengemudi an Husori periode sewa bulan Juli 2025,1
01/09/2025,11750,Jasa Pengemudi,Pengemudi an Husori periode sewa tanggal 1 - 30 September 2025 (30hari/1 bulan),1
01/09/2025,11750,Overtime Pengemudi,Overtime pengemudi an Husori periode sewa bulan Agustus 2025,1
01/10/2025,11924,Jasa Pengemudi,Pengemudi an Husori periode sewa tanggal 1 - 31 Oktober 2025 (30hari/1 bulan),1
01/10/2025,11924,Overtime Pengemudi,Overtime pengemudi an Husori periode sewa bulan September 2025 (Adjustment Juli - Agustus 2025),1
,,,,
PT PILIHAN UTAMA INDONESIA,,,,
10/07/2025,11288,Daihatsu Grandmax,Sewa Dalam kota BEJ ke Cikini lalu ke Sunter dengan pengemudi tanggal 11 Juli 2025,1
,,,,
PT Sarana Dinamika Pratama,,,,
01/07/2025,11157,Mitsubishi Xpander Exceed - B 2735 POA,Sewa kendaraan tanpa pengemudi / lepas kunci tanggal 22 Juni - 21 Juli 2025 (30hari/1 bulan),1
22/07/2025,11422,Mitsubishi Xpander Exceed - B 2735 POA,Sewa kendaraan tanpa pengemudi / lepas kunci tanggal 22 Juli - 20 Agustus 2025 (30hari/1 bulan),1
01/09/2025,11647,Mitsubishi Xpander Exceed - B 2735 POA,B 2735 POA - Sewa kendaraan tanpa pengemudi / lepas kunci tanggal 21 Agustus - 19 September 2025 (30hari/1 bulan),1
,,,,
PT Sepakat Ragil Jaya,,,,
12/09/2025,11802,Toyota Alphard G Hybrid - B 1671 DZW,Sewa kendaraan lepas kunci harian tanggal 12 September 2025,1
01/10/2025,11872,Mercedes Benz E300 - B 2052,Sewa Kendaraan Tanpa Pengemudi / Lepas Kunci Tanggal 30 September 2025,1
,,,,
PT TANJUNG REDEB HUTANI,,,,
31/07/2025,11418,Toyota Innova Zenix,Q Hybird -Sewa Mobil Lepas Kunci Harian Luar Pulau (Lampung) Tanggal 1-2 Agustus 2025,2
,,,,
PT Wiera Mineral Investama,,,,
05/08/2025,11441,Toyota Innova Zenix V - B 1922 DOZ, Sewa Lepas Kunci Bulanan tanggal  08 Agustus - 06 September 2025,1
05/08/2025,11441,Biaya Antar Jemput Kendaraan, Biaya antar jemput Sewa Lepas Kunci Bulanan tanggal  08 Agustus - 06 September 2025,1
02/09/2025,11691,Toyota Innova Zenix V - B 1922 DOZ,Sewa Lepas Kunci Bulanan tanggal  07-19 September 2025,13
,,,,
PT. Academia Citra Abadi,,,,
17/09/2025,11820,Big Bus,"45 Seat - Sewa Bus Pariwisata dan driver, Fullday luar kota, Jakarta-Puncak tanggal 19-20 September ",2
07/10/2025,11906,Medium Bus,Sewa Fullday Luar Kota Tanggal 10 - 11 Oktober 2025 (Jakarta - Puncak),2
,,,,
PT. Aiti Investment,,,,
29/07/2025,11391,Toyota Alphard,Sewa kendaraan tanpa pengemudi / lepas kunci tanggal 31 Juli - 2 Agustus 2025,3
,,,,
PT. ARAH BANGSA HEBAT,,,,
29/09/2025,11859,Mitsubishi Xpander Exceed,Sewa 12 Jam dalam kota dengan pengemudi tanggal 30 September 2025,1
,,,,
PT. ARKAD NIAGA INDONESIA,,,,
09/10/2025,11909,Toyota Innova Zenix Q - B 1714 DOP,Sewa Fullday Luar kota dengan Pengemudi tanggal 22 Oktober 2025,1
,,,,
PT. Ayuberga,,,,
04/07/2025,11281,Toyota Alphard G Hybrid - B 1671 DZW,Allnew - Sewa kendaraan dengan pengemudi 12 Jam Dalam Kota Tanggal 4 - 6 Juli 2025,3
04/07/2025,11281,Biaya Lainnya,Charge Overtime Tanggal 4 - 6 Juli 2025,5.5
07/07/2025,11282,Toyota Innova Reborn,Sewa kendaraan dengan pengemudi 12 Jam Dalam Kota Tanggal 7 - 8 Juli 2025,2
05/07/2025,11359,Mitsubishi Xpander Ultimate,Sewa kendaraan tanpa pengemudi / lepas kunci tanggal 25 Juni - 25  Juli 2025,1
25/07/2025,11464,Mitsubishi Xpander Ultimate,Sewa kendaraan tanpa pengemudi / lepas kunci tanggal 25 Juli - 25 Agustus 2025,1
27/10/2025,12037,Toyota Alphard G Hybrid - B 1671 DZW,sewa kendaraan tanpa pengemudi / lepas kunci tanggal 27 Oktober - 1 November 2025,6
27/10/2025,12037,Toyota Fortuner,ewa kendaraan tanpa pengemudi / lepas kunci tanggal 27 - 31 Oktober 2025,5
27/10/2025,12037,Toyota Fortuner,sewa kendaraan dengan pengemudi tanggal 28 - 31 Oktober 2025,4
,,,,
PT. Bintaro Serpong Damai,,,,
17/07/2025,11440,Toyota Avanza,B 2986 UKD Sewa Lepas Kunci Periode tanggal 16 Juli-14 Agustus 2025 (30hari/monthly),1
17/07/2025,11440,Toyota Avanza,Fee pengemudi an Ratmono periode tanggal 16 Juli - 14 Agustus 2025,1
17/07/2025,11440,Biaya Lainnya,Driver an Ratmono periode 16 Juni- 15 Juli 2025,1.5
15/08/2025,11628,Toyota Avanza,B 2986 UKD B 2986 UKD Sewa Lepas Kunci Periode tanggal 15 Agustus - 13 September 2025 (30hari/monthly),1
15/08/2025,11628,Toyota Avanza,Fee pengemudi an ratmono periode tanggal 15 Agustus - 13 September 2025,1
15/08/2025,11628,Biaya Lainnya,Driver an Ratmono periode 16 Juli - 14 Agustus 2025,4
15/09/2025,11805,Toyota Avanza,B 2986 UKD Sewa 12 Jam dalam kota dengan pengemudi  Periode tanggal 15 - 18 September 2025,4
,,,,
PT. Duo Kreasi Terus,,,,
14/10/2025,11923,Toyota Innova Reborn,Sewa fullday dalam kota dengan pengemudi tanggal 19 Oktober 2025,1
,,,,
PT. FASEN CREATIVE QUALITY,,,,
27/10/2025,11988,Big Bus,59 Seat - Sewa Kendaraan Dengan Pengemudi Fullday Luar Kota Bogor Tanggal 30 Oktober - 01 November 2025 (7 Unit),7
27/10/2025,11988,Big Bus,59 Seat - Sewa Kendaraan Dengan Pengemudi Fullday Luar Kota Bogor Tanggal 30 - 31 Oktober 2025 (8 Unit),8
,,,,
PT. Kuncie Pintar Nusantara,,,,
16/10/2025,11934,Mitsubishi Xpander Ultimate - B 1487 DZY,Sewa Fullday Luar kota dengan pengemudi tanggal 17 Oktober 2025,1
20/10/2025,11935,Big Bus,59 Seat - Sewa dalam kota (PT jasa marga ke stasiun Halim)  dengan pengemudi Tanggal 20 Oktober 2025,1
,,,,
PT. LPS INDONESIA,,,,
14/10/2025,11922,Toyota Alphard G Hybrid - B 1671 DZW,Sewa 12 Jam dalam kota dengan pengemudi tanggal 15 Oktober 2025,1
,,,,
PT. Perkasa Abdi Bhuana,,,,
11/07/2025,11435,Toyota Innova Zenix G Hybrid - B 1967 DKW, sewa kendaraan 12 jam dalam kota dengan pengemudi tanggal 11 - 13 Juli 2025,3
25/08/2025,11743,Toyota Innova Zenix V - B 1249 DZA,Fullday dalam kota sewa dengan pengemudi an Faiz tanggal 25 - 28 Agustus 2025,4
25/08/2025,11743,Toyota Innova Zenix,Fullday dalam kota sewa dengan pengemudi an Denny tanggal 26 - 28 Agustus 2025,3
25/08/2025,11743,Toyota Innova Zenix V - B 1075 DZD,Fullday dalam kota sewa dengan pengemudi an Deddy tanggal 26 - 28 Agustus 2025,3
05/10/2025,11908,Toyota Innova Zenix V - B 1922 DOZ,Sewa kendaraan Fullday dalam kota dengan pengemudi an Dedy Agung tanggal 5 - 6 Oktober 2025,2
21/10/2025,11994,Toyota Hiace Premio,Sewa kendaraan 12 Jam dalam kota dengan pengemudi tanggal 21 - 23 Oktober 2025,3
10/10/2025,11995,Mitsubishi Xpander Exceed,sewa kendaraan lepas kunci / tanpa pengemudi tanggal 10 - 12 Oktober 2025,3
10/10/2025,11995,Toyota Innova Zenix,sewa kendaraan lepas kunci / tanpa pengemudi tanggal 10 - 12 Oktober 2025,3
,,,,
PT. Satrivia Berkah Perkasa,,,,
16/08/2025,11514,Toyota Camry,Sewa Kendaraan Lepas Kunci Harian Tanggal 18 - 27 Agustus 2025,10
16/08/2025,11514,Tax,,
16/08/2025,11515,Biaya Lainnya,Deposit Sewa Kendaraan unit Toyota Camry Lepas Kunci Harian Tanggal 18 - 27 Agustus 2025,1
,,,,
PT. Serial Cipta Berdikari,,,,
06/09/2025,11745,Toyota Innova Zenix V - B 1075 DZD,Sewa kendaraan dengan pengemudi 12 jam dalam kota tanggal 9-10 September 2025,2
,,,,
PT. Smart Inspection Indonesia,,,,
16/10/2025,11930,Toyota Avanza,B 2986 UKD Sewa Lepas Kunci Periode tanggal 16 Oktober - 14 November 2025 (30hari/monthly),1
,,,,
PT. SMS Group Indonesia,,,,
01/08/2025,11444,Toyota Alphard G Hybrid - B 1671 DZW,Sewa Kendaraan 12 Jam Dalam Kota Dengan Pengemudi Tanggal 01 Agustus 2025,1
01/08/2025,11444,Toyota Alphard,Sewa Kendaraan 12 Jam Dalam Kota Dengan Pengemudi Tanggal 02 Agustus 2025,1
31/08/2025,11689,Toyota Innova Zenix G Hybrid - B 1203 DZV,Sewa kendaraan drop off Cilegom dengan pengemudi tanggal  31 Agustus 2025,1
,,,,
PT. Unifood Candi Indonesia,,,,
30/07/2025,11421,Toyota Alphard G Hybrid - B 1671 DZW,Sewa kendaraan 12 jam dalam kota dengan pengemudi tanggal 30 Juli 2025,1
30/07/2025,11421,Toyota Alphard - B 1439 DYA,Sewa kendaraan Fullday dalam kota dengan pengemudi tanggal 31 Juli 2025,1
,,,,
Rental Wisata SBTV,,,,
17/07/2025,11608,Ibu Puji,Sewa Hiace Premio 14 Seat  Dengan Pengemudi Fullday Dalam Kota Tanggal 23 Juli 2025,1
20/07/2025,11609,Bapak Tabrani,Sewa Hiace Luxury  dengan pengemudi luar kota (Bandung) tanggal 17 Juli 2025,1
22/07/2025,11610,Bayu Virawaty,sewa Big Bus - 50 seat dengan pengemudi Take and Drop (Jakarta - Sukabumi) tanggal 23 September 2025,1
22/07/2025,11610,Bayu Virawaty,sewa Big Bus - 50 seat dengan pengemudi Take and Drop (Sukabumi - Jakarta) tanggal 24 September 2025,1
22/07/2025,11610,Bayu Virawaty,sewa Big Bus - 50 seat dengan pengemudi Drop Off (Dalam Kota Jakarta) tanggal 25 September 2025,1
23/07/2025,11611,M. Isnin Noer,"Sewa Big Bus konfigurasi - 2-2, 45 Seat  dengan pengemudi Fullday luar kota Jakarta - Indramayu tanggal 31 Juli 2025",1
25/07/2025,11613,Ibu Gina,Sewa Elf - 19 Seat dengan pengemudi Drop Off Bandara Soetta - Halim tanggal 27 Juli 2025,1
31/07/2025,11615,IRN Tour,Sewa Big Bus 45 Seat dengan pengemudi Fullday Dalam Kota Tanggal 10 - 13 Agustus 2025,3
31/07/2025,11616,Ibu Lely,Sewa Hiace Premio  12 Jam dalam kota dengan pengemudi tanggal 01 Agustus 2025 ( Bogor - Sentul ),1
01/08/2025,11617,Bapak Yudhi,Sewa Hiace Premio 14 Seat  dengan pengemudi 12 Jam Jakarta - Bogor tanggal 3 Agustus 2025,1
23/07/2025,11618,Bapak Tabrani,Sewa Hiace Premio Lux  Fullday Luar kota dengan pengemudi tanggal 22 - 25 Juli 2025,4
23/07/2025,11618,Bapak Gibran,Sewa Hiace Premio Lux 12 Jam dalam kota dengan pengemudi tanggal 26 Juli 2025,1
07/08/2025,11619,Bapak Khisky,Sewa Medium Bus dengan pengemudi Fullday Jakarta - Sentul tanggal 15 Agustus 2025,1
08/08/2025,11620,Bapak Ricky Harun,Sewa Hiace Premio 14 seat 12 Jam dalam kota dengan pengemudi tanggal 11 Agustus 2025,1
06/08/2025,11621,Lutfi S Ilsaya,Sewa Big Bus 59 Seat dengan pengemudi Dalam kota tanggal 15 Agustus 202,1
08/08/2025,11622,Mithsubishi Corporation,Bus Rental Sprinter Luxury 9 Seat with driver in the city on date 11 - 12 August 2025,2
11/08/2025,11623,Ibu Eti Suryawati,Sewa Medium Bus 35 Seat dengan pengemudi Jakarta - Jogja tanggal 26-28 September 2025,3
11/08/2025,11624,Ibu Luis,Sewa Medium Bus 35 Seat  dengan pengemudi Kuningan - Jakarta tanggal 19 Agustus 2025,1
11/08/2025,11624,Ibu Luis,⁠Sewa Medium Bus 35 Seat dengan pengemudi Kuningan - Jakarta tanggal 19 Agustus 2025,1
11/08/2025,11626,Ibu Hj Linda Rusli,Sewa Medium Bus 35 Seat dengan pengemudi Fullday Luar Kota Tanggal 13 September 2025 (Jakarta - Sukabumi),1
13/08/2025,11627,Ibu Inul,SewaHiace Premio 14 Seat dengan pengemudi Fullday Dalam Kota Tanggal 16 Agustus 2025,1
28/08/2025,11673,Wolf Gangs,Sewa Bus Pariwisata 30st dengan pengemudi Fullday luar kota Jakarta-Jogja tanggal 13-18 Oktober 2025,6
29/08/2025,11674,PT. Technosoft Indo Prima,Sewa Medium Bus 33 Seat  dengan pengemudi Take and Drop off. Bogor - Dieng - Bogor tanggal 11 & 14 September 2025,2
08/09/2025,11782,Bapak Ari,Sewa 1 Unit Big Bus VIP 30 Seat Leg Rest  dengan pengemudi Drop Off Dalam kota Jakarta tanggal 9 September 2025,1
08/09/2025,11783,Ibu Yessi,Sewa Big Bus 59 Seat  Fullday Luar Kota Dengan Pengemudi 08 November 2025 (Drajat Pass Garut),1
08/09/2025,11784,Indo Prima,Sewa Hiace Premio 14 Seat Fullday Luar Kota Dengan Pengemudi 12 - 14 September 2025 (Jakarta - Yogyakarta),1
13/09/2025,11803,Bapak Abidin,Sewa Big Bus Leg Rest 30 Seat  Fullday Luar Kota Dengan Pengemudi Tanggal 10 - 12 Oktober 2025 (Jakarta - Puncak),3
13/09/2025,11803,Bapak Abidin,Sewa Big Bus Leg Rest 30 Seat  Fullday Luar Kota Dengan Pengemudi Tanggal 10 - 12 Oktober 2025 (Jakarta - Puncak),3
04/09/2025,11874,Anna Kristina,Sewa Elf 18 Seat dengan pengemudi Fullday luar kota Tanggal 13 - 15 September 2025 (Jakarta - Majelengka - Cirebon),1
16/09/2025,11875,Ibu Yessica,Sewa Hiace Premio 14 Seat  12 Jam dalam Kota dengan pengemudi tanggal 04 Oktober 2025,1
18/09/2025,11876,M. Aldila,Sewa Toyota Hiace Premio Fullday Luar kota dengan driver periode sewa tanggal 19-21 September 2025,3
18/09/2025,11877,Bapak Eri,Sewa Elf 18 Seat  Take and Drop Off Jakarta-Papandayan-Jakarta Tanggal 03 & 05 Oktober 2025,2
18/09/2025,11877,Bapak Eri,Sewa Elf 18 Seat  Take and Drop Off Jakarta-Papandayan-Jakarta Tanggal 03 & 05 Oktober 2025,2
18/09/2025,11878,Eti Suryawati,Sewa Medium Bus 35 Seat Fullday Luar Kota Tanggal 26 - 28 September 2025,3
24/09/2025,11880,JICA,Sewa Big Bus 45 Seat dengan pengemudi Fullday Luar kota Jakarta - Pelabuhan Patimban (Subang) tanggal 3 Oktober 2025,1
26/09/2025,11883,Paguyuban DKI,Sewa Big Bus 40 Seat  dengan pengemudi Fullday (Jakarta - Bandung Selatan) tanggal 7-8 Oktober 2025,2
26/09/2025,11886,Ihram Pramantika,Sewa Big Bus 45 Seat dengan pengemudi Fullday Luar Kota (Depok - Bandung) tanggal 04 Oktober 2025,1
29/09/2025,11887,Bapak Alus/Rakha,Sewa Elf Long/Coaster  dengan pengemudi Fullday Luar Kota (Lembang - Bandung) tanggal 06 Oktober 2025,1
02/10/2025,11890,Joni Kim,Sewa Hiace Premio 14 Seat dengan pengemudi dalam kota tanggal 19-24 Oktober 2025,6
,,,,
Sekretariat Jenderal Kementerian Desa dan Pembangunan Daerah Tertinggal Sekretariat Jenderal Kementerian,,,,
18/08/2025,11547,Mitsubishi Xpander Ultimate,Sewa tanpa pengemudi bulan Juni - Juli 2025,2
,,,,
Sekretariat Jenderal Kementerian Hak Asasi Manusia,,,,
01/07/2025,11278,Mitsubishi Xpander Ultimate - B 1226 DZT,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate - B 1228 DZT,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate - B 1230 DZT,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate - B 1487 DZY,Sewa tanpa pengemudi bulan Juli - November 2025,5
01/07/2025,11278,Mitsubishi Xpander Ultimate - B 1489 DZY,Sewa tanpa pengemudi bulan Juli - November 2025,5
